,Unnamed: 0,NO_MUNICIPIO_RESIDENCIA,NU_IDADE,TP_SEXO,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,IN_TREINEIRO,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q006,Q027,Mean_notes
471099,4005011,Salto,18.0,M,2,2,0,2,0,2.0,570.2,597.9,517.3,582.1,360.0,4685,B,525.5
177646,1448595,Ferraz de Vasconcelos,17.0,M,1,2,0,2,0,2.0,491.7,517.9,490.2,538.1,480.0,1405,A,503.58000000000004
497396,4291429,Mairinque,22.0,F,1,1,5,1,0,,446.5,549.2,521.9,376.8,560.0,2811,A,490.87999999999994
97174,747581,São Paulo,21.0,F,1,1,4,1,0,,450.7,496.2,542.4,484.5,560.0,0,A,506.76000000000005
430939,3645895,Itu,19.0,M,1,1,2,1,0,,523.2,607.4,572.0,650.9,520.0,1405,A,574.7
250907,2104839,Guarulhos,17.0,F,3,2,0,2,0,2.0,511.0,564.2,471.0,463.9,540.0,3748,A,510.02
43941,353833,Guarulhos,33.0,F,2,1,11,1,0,,540.2,538.3,549.9,407.1,700.0,2342,A,547.1
80953,623841,Martinópolis,16.0,F,4,3,0,1,1,,592.1,583.7,521.7,664.4,400.0,3748,E,552.38
635303,5850968,Araras,19.0,M,1,1,1,1,0,,595.3,625.5,547.6,502.7,560.0,1405,A,566.22
19569,164635,São Paulo,17.0,F,1,2,0,2,0,2.0,560.2,575.1,586.2,449.0,760.0,3748,A,586.1
408999,3428713,Ribeirão Preto,16.0,F,1,3,0,1,1,,621.9,608.1,562.7,567.0,720.0,18740,D,615.9399999999999
148942,1216167,Lençóis Paulista,23.0,M,1,1,5,1,0,,510.5,601.3,551.6,676.7,580.0,5622,A,584.0200000000001
6548,55164,São Paulo,21.0,M,3,1,3,1,0,,463.6,423.1,414.2,500.8,520.0,1405,A,464.34
227758,1885913,Campinas,17.0,F,2,2,0,3,0,4.0,628.8,599.5,569.8,743.7,740.0,2811,E,656.36
404323,3391949,Guarulhos,17.0,F,1,2,0,2,0,2.0,407.1,490.1,540.0,553.7,640.0,4685,A,526.1800000000001
345912,2918972,Araçoiaba da Serra,17.0,M,1,2,0,2,0,2.0,546.7,539.1,547.3,595.3,500.0,3748,A,545.6800000000001
632476,5814790,Francisco Morato,24.0,F,3,1,5,1,0,,420.7,433.5,479.6,416.7,580.0,1874,A,466.1
64749,504397,São Bernardo do Campo,34.0,M,3,1,10,1,0,,638.5,643.7,614.3,541.9,500.0,1874,C,587.6800000000001
74732,577490,Taboão da Serra,18.0,F,3,2,0,2,0,2.0,539.4,631.6,584.8,567.4,620.0,1405,A,588.64
523567,4539891,São Paulo,17.0,M,1,2,0,3,0,4.0,565.1,590.4,561.2,738.8,680.0,18740,D,627.1
118511,963831,Leme,19.0,M,1,2,0,2,0,2.0,563.3,557.1,556.3,563.8,400.0,1874,A,528.1
338327,2865731,Lençóis Paulista,17.0,M,1,3,0,1,1,,553.9,553.2,569.1,386.1,560.0,20000,D,524.4599999999999
516459,4477411,Eldorado,20.0,F,1,1,3,1,0,,545.0,560.3,605.7,383.6,600.0,937,A,538.92
100504,774900,Santo André,19.0,M,1,1,1,1,0,,411.7,448.8,499.2,481.9,320.0,2342,A,432.32
333074,2823457,Barueri,20.0,M,1,1,3,1,0,,442.6,529.2,570.6,720.1,480.0,937,A,548.5
680190,6491327,São Paulo,16.0,M,1,3,0,1,1,,517.5,562.0,560.7,580.2,680.0,6599,A,580.08
99061,761427,Ribeirão Corrente,18.0,F,2,2,0,2,0,2.0,413.7,466.4,449.4,457.3,480.0,937,A,453.36
254906,2141774,Franco da Rocha,18.0,M,1,1,1,1,0,,500.6,564.7,467.2,611.5,580.0,2342,A,544.8
64194,500214,São Paulo,19.0,F,1,1,1,1,0,,603.6,646.6,614.1,740.5,760.0,9370,A,672.96
654705,6117932,Guarulhos,17.0,F,3,2,0,2,0,2.0,474.1,506.3,497.9,527.3,540.0,1405,A,509.12000000000006
113918,921827,São Bernardo do Campo,18.0,F,1,1,1,1,0,,633.2,665.3,593.0,606.1,420.0,9370,A,583.52
157449,1282960,Guarulhos,17.0,F,1,2,0,2,0,2.0,509.2,566.1,528.7,580.3,640.0,2342,A,564.86
285549,2406981,São Paulo,55.0,M,2,1,11,1,0,,510.6,560.4,508.5,415.7,620.0,1405,A,523.04
487863,4192439,Osasco,17.0,F,3,2,0,2,0,2.0,518.4,445.3,508.5,475.2,520.0,937,A,493.48
228606,1893428,São Paulo,17.0,F,3,2,0,2,0,2.0,540.8,530.2,511.4,391.1,380.0,2342,A,470.7
134858,1102207,Cubatão,18.0,M,2,2,0,2,0,2.0,399.4,468.9,516.5,497.2,580.0,3748,A,492.4
444371,3773470,Ourinhos,17.0,F,3,2,0,2,0,2.0,414.6,478.2,529.5,659.4,540.0,937,A,524.3399999999999
318091,2706633,São Paulo,18.0,F,1,1,1,1,0,,544.9,556.1,535.4,651.2,520.0,8433,A,561.5200000000001
199644,1661462,Guarulhos,16.0,F,1,3,0,1,1,,530.0,403.4,425.1,615.4,580.0,6599,D,510.78000000000003
335697,2843206,São Bernardo do Campo,18.0,M,3,2,0,2,0,2.0,551.0,577.1,561.7,586.5,520.0,2811,A,559.26
600299,5377777,Cotia,17.0,M,1,3,0,1,1,,456.2,416.7,426.1,379.4,460.0,3748,D,427.68
480942,4115989,Campinas,19.0,F,1,1,2,1,0,,534.7,498.3,539.2,453.4,500.0,2342,A,505.12
530671,4598851,São Paulo,18.0,M,1,2,0,3,0,4.0,526.7,490.6,515.6,514.3,580.0,2811,D,525.4399999999999
628919,5770713,Nova Independência,18.0,F,2,2,0,2,0,2.0,507.5,561.3,487.2,534.6,500.0,1405,A,518.12
390273,3278905,São Paulo,19.0,M,3,2,0,2,0,2.0,415.8,376.9,371.0,407.1,280.0,4685,A,370.16
510691,4423660,Mogi Guaçu,17.0,F,3,3,0,1,1,,597.8,529.9,537.0,500.2,700.0,3748,E,572.9799999999999
260068,2185657,São Paulo,18.0,F,3,1,1,1,0,,526.5,582.9,581.6,632.0,780.0,3748,D,620.6
43767,352480,Suzano,17.0,F,1,2,0,2,0,2.0,512.6,528.7,493.3,440.9,540.0,1405,A,503.1
58407,457501,São Paulo,21.0,F,1,1,1,1,0,,406.9,577.1,557.1,524.4,640.0,3748,A,541.1
198111,1647474,Pereira Barreto,17.0,M,3,2,0,2,0,2.0,637.8,600.2,550.8,694.8,720.0,4685,A,640.72
487221,4186130,São Paulo,21.0,M,3,1,4,1,0,,508.8,395.0,459.8,490.4,560.0,937,A,482.8
455522,3872674,Carapicuíba,20.0,M,1,2,0,2,0,2.0,443.4,486.8,501.2,561.0,460.0,1874,A,490.48
476326,4050693,Campo Limpo Paulista,17.0,M,3,2,0,2,0,2.0,497.1,582.1,573.4,579.8,600.0,3748,A,566.4799999999999
26511,218391,Barretos,17.0,M,1,3,0,1,1,,508.5,487.6,501.1,466.6,600.0,1874,D,512.76
625381,5727448,Diadema,20.0,F,3,1,2,1,0,,417.5,476.2,541.1,470.3,620.0,937,A,505.0200000000001
623439,5704458,Birigui,18.0,M,1,2,0,3,0,4.0,488.3,593.4,596.1,696.5,460.0,1405,D,566.86
4112,33710,Franca,21.0,F,3,1,4,1,0,,533.1,615.6,623.4,485.4,780.0,1874,A,607.5
395836,3322825,Araçatuba,16.0,F,1,3,0,1,1,,631.5,653.7,600.3,757.9,600.0,11244,D,648.6800000000001
620783,5672875,Embu das Artes,20.0,F,3,1,3,1,0,,507.1,533.0,576.7,714.2,800.0,3748,A,626.2
595701,5335410,Mogi das Cruzes,18.0,F,1,1,1,1,0,,515.0,398.7,483.2,367.7,240.0,1405,A,400.92
601971,5392983,Guarujá,23.0,F,1,1,5,1,0,,578.9,566.9,491.7,477.1,580.0,1405,A,538.92
103568,807493,Guarulhos,20.0,F,3,1,3,1,0,,608.6,593.0,481.6,694.3,720.0,5622,A,619.5
409114,3429539,São Paulo,19.0,F,3,1,2,1,0,,630.6,650.2,580.6,532.8,680.0,6599,A,614.8399999999999
231992,1919520,Guarujá,18.0,M,3,1,1,1,0,,552.5,433.9,526.0,495.3,420.0,1405,A,485.53999999999996
20478,171810,São Paulo,18.0,M,1,2,0,2,0,2.0,549.0,459.1,452.5,502.7,500.0,1405,A,492.66
5741,48117,São Paulo,23.0,M,3,1,6,1,0,,530.3,604.3,592.2,721.4,520.0,3748,A,593.64
79087,609568,Valinhos,20.0,F,3,1,2,1,0,,573.6,463.7,574.8,538.9,680.0,4685,E,566.2
122583,996921,São José dos Campos,18.0,F,1,2,0,3,0,4.0,660.7,656.5,598.4,643.5,700.0,14055,D,651.8199999999999
382994,3213202,Bauru,39.0,M,4,1,11,1,0,,547.1,514.9,513.9,602.0,580.0,3748,A,551.58
142858,1167606,São Paulo,19.0,F,3,1,1,1,0,,520.3,575.2,491.9,476.0,740.0,2342,A,560.6800000000001
169546,1376338,Taboão da Serra,18.0,M,1,2,0,3,0,4.0,478.6,491.7,556.5,591.9,600.0,2811,D,543.74
397428,3336004,Itu,18.0,F,3,2,0,2,0,2.0,503.2,414.5,511.2,566.7,500.0,3748,A,499.12000000000006
259445,2180651,São Paulo,17.0,F,2,2,0,2,0,2.0,587.1,637.5,554.2,691.6,680.0,2342,A,630.08
3863,31619,São Paulo,17.0,M,1,2,0,2,0,2.0,550.4,585.5,575.1,527.2,640.0,7496,A,575.64
11785,99321,São Carlos,18.0,M,1,2,0,2,0,2.0,577.1,482.8,552.1,598.6,740.0,2811,A,590.12
195133,1620006,São Paulo,16.0,F,2,3,0,1,1,,420.8,481.3,458.5,437.9,360.0,0,A,431.7
532561,4615316,São Paulo,18.0,M,3,1,1,1,0,,418.7,543.8,562.0,445.5,440.0,2342,A,482.0
466877,3969000,São Paulo,18.0,M,1,2,0,3,0,4.0,657.4,681.5,650.8,688.7,920.0,20000,D,719.6800000000001
331106,2808442,Barueri,17.0,F,1,2,0,2,0,3.0,581.8,616.8,613.9,544.9,680.0,5622,A,607.48
497129,4288641,São José dos Campos,17.0,M,1,3,0,1,1,,616.9,639.2,599.1,608.1,540.0,14055,D,600.66
88921,682805,Itapecerica da Serra,22.0,F,1,1,5,1,0,,513.3,577.5,585.0,434.9,600.0,0,A,542.14
48780,389268,São Paulo,18.0,M,1,1,1,1,0,,514.4,630.0,570.8,579.4,640.0,1405,A,586.92
402633,3377880,São Paulo,16.0,F,1,3,0,1,1,,518.7,543.2,554.0,644.1,600.0,7496,D,572.0
508595,4403831,São Paulo,17.0,F,1,2,0,2,0,2.0,442.6,455.2,433.9,377.6,580.0,1405,A,457.85999999999996
175481,1425258,Cândido Mota,18.0,M,1,1,1,1,0,,557.5,599.1,526.5,617.2,620.0,3748,A,584.0600000000001
450424,3828030,Marília,18.0,M,1,1,1,1,0,,735.6,733.5,635.9,851.0,880.0,7496,E,767.2
560792,4960478,Monte Alto,22.0,M,1,1,5,1,0,,585.7,595.1,568.9,616.0,840.0,2811,A,641.1400000000001
612783,5559170,Araçatuba,18.0,F,3,2,0,2,0,2.0,436.8,430.0,511.3,459.3,500.0,2342,A,467.4799999999999
662701,6226213,Cotia,14.0,M,0,3,0,1,1,,444.3,444.2,463.0,495.8,220.0,4685,A,413.46000000000004
337777,2861423,Campo Limpo Paulista,16.0,F,1,3,0,1,1,,600.9,574.4,542.5,514.3,600.0,4685,E,566.42
433362,3668799,Santa Bárbara d'Oeste,17.0,F,1,2,0,3,0,4.0,631.8,603.2,583.8,685.7,640.0,3748,E,628.9
421027,3526437,Salto,20.0,F,3,1,3,1,0,,502.7,532.9,535.2,459.2,600.0,1405,A,526.0
195585,1624092,Carapicuíba,17.0,F,2,2,0,2,0,2.0,518.5,549.6,523.0,427.0,480.0,0,A,499.62
57639,451817,São Paulo,22.0,F,1,1,5,1,0,,747.6,698.0,618.7,782.8,680.0,20000,D,705.4200000000001
648812,6038446,São Paulo,18.0,M,3,2,0,2,0,2.0,529.7,459.2,530.4,385.4,520.0,3748,A,484.94000000000005
266798,2241257,Campinas,17.0,M,3,2,0,2,0,2.0,569.3,469.7,525.0,508.2,460.0,1874,A,506.43999999999994
54762,431453,Vinhedo,17.0,M,1,2,0,2,0,2.0,585.0,593.7,523.4,565.7,700.0,6599,C,593.5600000000001
113776,920489,Araraquara,19.0,F,3,1,1,1,0,,426.0,478.8,496.8,442.4,620.0,2342,A,492.8
676132,6427941,São Paulo,30.0,M,3,1,11,1,0,,585.8,706.8,571.7,583.4,600.0,1874,A,609.54
13198,111985,Campinas,18.0,F,2,1,1,1,0,,594.6,597.7,577.6,672.3,560.0,4685,E,600.4399999999999
220815,1834232,São Paulo,17.0,F,1,2,0,2,0,2.0,616.1,662.8,614.4,738.8,580.0,2342,A,642.4200000000001
200312,1668030,São José do Rio Preto,18.0,M,4,2,0,2,0,2.0,429.4,410.9,530.4,583.1,520.0,937,A,494.75999999999993
444246,3772263,São José do Rio Preto,23.0,F,1,1,6,1,0,,423.4,550.8,526.4,439.0,520.0,2342,A,491.91999999999996
63123,492364,Osasco,19.0,F,4,1,1,1,0,,672.4,648.5,657.5,839.6,680.0,7496,E,699.6
524440,4546840,São Paulo,24.0,F,3,1,7,1,0,,428.6,512.1,477.6,482.2,600.0,1874,A,500.1
591416,5289569,Birigui,22.0,M,1,1,4,1,0,,451.6,421.3,479.2,645.5,560.0,2811,A,511.5200000000001
549494,4832472,Amparo,17.0,F,1,2,0,2,0,2.0,616.2,574.0,577.8,508.8,660.0,5622,A,587.36
515046,4464240,Vinhedo,18.0,M,3,2,0,2,0,2.0,517.9,498.2,563.9,392.4,580.0,1874,A,510.48
100015,770156,Franca,19.0,F,3,1,1,1,0,,493.8,549.3,547.3,602.3,560.0,3748,D,550.54
326998,2775990,Tietê,17.0,F,2,2,0,2,0,2.0,483.6,533.6,518.6,363.3,340.0,1405,A,447.82000000000005
112518,908471,Laranjal Paulista,20.0,F,3,1,3,1,0,,540.0,382.3,493.1,439.5,380.0,1405,A,446.98
392505,3297023,Valinhos,18.0,M,1,1,1,1,0,,707.8,735.9,644.3,827.7,780.0,9370,D,739.14
296230,2507370,Pindamonhangaba,18.0,F,2,1,1,1,0,,574.6,528.8,575.3,407.8,500.0,1405,D,517.3
160460,1306504,Osasco,27.0,F,3,1,9,1,0,,485.9,341.3,440.3,431.4,400.0,1405,A,419.78000000000003
654626,6116849,Bebedouro,34.0,F,1,1,11,1,0,,499.1,627.7,592.8,621.3,540.0,1405,A,576.1800000000001
271119,2275584,Botucatu,18.0,F,1,1,1,1,0,,617.5,643.4,556.7,576.0,720.0,5622,D,622.72
212206,1768038,Rinópolis,18.0,F,1,1,1,1,0,,635.5,600.2,622.2,744.9,580.0,9370,D,636.5600000000001
603096,5404555,Fernandópolis,27.0,M,1,1,10,1,0,,379.4,524.3,522.9,438.7,720.0,1405,A,517.0600000000001
609505,5503096,São Paulo,17.0,F,3,2,0,2,0,2.0,492.7,546.0,469.6,511.5,600.0,2811,A,523.96
329418,2794833,Presidente Prudente,16.0,F,1,3,0,1,1,,577.6,626.2,593.4,574.1,620.0,6599,D,598.26
494418,4258206,Barueri,23.0,M,3,1,5,1,0,,482.7,525.8,522.1,526.2,500.0,2342,A,511.36
300897,2551614,Mogi das Cruzes,18.0,M,3,1,1,1,0,,583.8,599.3,588.8,663.4,400.0,1874,E,567.06
80742,622128,São Paulo,17.0,M,2,2,0,2,0,2.0,500.0,457.3,497.9,470.9,540.0,2342,A,493.21999999999997
211849,1765338,São Paulo,17.0,M,3,2,0,3,0,4.0,516.8,580.8,553.8,653.2,440.0,9370,D,548.92
32404,262211,São Paulo,27.0,F,1,1,10,1,0,,496.2,559.6,528.3,492.9,360.0,3748,A,487.4
375166,3146494,Araraquara,27.0,F,3,1,10,1,0,,522.3,601.2,590.7,631.9,480.0,3748,A,565.22
555839,4902180,Guaratinguetá,26.0,F,2,1,9,1,0,,567.8,555.5,577.7,547.8,560.0,4685,A,561.76
157289,1281668,São Paulo,17.0,M,1,2,0,2,0,2.0,470.7,572.3,490.7,437.4,500.0,1874,A,494.21999999999997
594762,5325338,São Paulo,18.0,M,3,2,0,2,0,2.0,521.4,476.7,455.8,465.9,300.0,1405,A,443.9599999999999
196909,1636599,São Paulo,28.0,F,3,1,8,1,0,,597.3,592.5,563.7,486.0,540.0,1405,C,555.9
226986,1879588,Guarulhos,17.0,F,3,2,0,2,0,2.0,486.0,434.1,504.8,588.3,640.0,1405,A,530.64
543291,4763841,Piraju,17.0,M,1,2,0,3,0,4.0,567.6,586.3,528.5,596.9,640.0,6599,D,583.86
324571,2757248,São José do Rio Preto,50.0,F,3,1,7,1,0,,448.4,430.1,356.0,405.3,320.0,0,A,391.96
496048,4276555,Osasco,19.0,M,1,2,0,2,0,2.0,473.9,421.2,395.4,433.0,360.0,937,A,416.7
660217,6191003,Sorocaba,18.0,F,1,2,0,3,0,4.0,398.6,425.5,411.8,449.3,440.0,3748,B,425.03999999999996
406825,3411711,São Paulo,17.0,M,0,2,0,2,0,2.0,442.0,527.7,465.8,624.4,480.0,2342,B,507.98
61725,481889,São Bernardo do Campo,17.0,M,1,2,0,2,0,2.0,563.8,603.1,571.3,650.1,360.0,3748,A,549.6600000000001
295868,2503653,Araras,19.0,M,1,2,0,3,0,4.0,505.9,539.7,511.7,611.4,560.0,2811,D,545.74
478108,4074450,Euclides da Cunha Paulista,18.0,F,2,1,1,1,0,,419.7,440.4,454.3,381.6,480.0,0,A,435.2
364355,3035391,Ribeirão Preto,18.0,M,1,1,1,1,0,,630.8,611.7,605.0,738.7,580.0,2342,D,633.24
166038,1347677,Campinas,17.0,F,1,2,0,2,0,2.0,449.9,405.0,395.9,440.5,500.0,4685,A,438.26000000000005
567967,5039569,São Paulo,21.0,F,3,1,4,1,0,,624.4,613.2,637.5,648.2,560.0,1405,A,616.6600000000001
604463,5419842,São Paulo,29.0,M,4,1,11,1,0,,450.1,603.3,528.5,568.8,620.0,2342,A,554.14
58812,460542,São Bernardo do Campo,17.0,F,1,2,0,3,0,4.0,581.4,615.2,589.9,715.0,680.0,6599,E,636.3
647885,6025869,Paulínia,21.0,M,1,1,2,1,0,,552.7,563.0,618.8,720.5,640.0,7496,D,619.0
49239,392582,Itápolis,17.0,F,1,3,0,1,1,,447.7,563.8,546.6,507.2,680.0,3748,A,549.06
384661,3228322,Osasco,18.0,F,1,1,1,1,0,,615.6,586.4,578.6,709.6,520.0,2342,A,602.04
278499,2334632,Santos,17.0,F,1,2,0,3,0,4.0,435.7,598.0,585.0,565.7,560.0,6599,D,548.88
169251,1373664,São Paulo,17.0,F,1,2,0,3,0,4.0,577.3,560.3,520.2,435.1,600.0,8433,D,538.58
521531,4523088,Sumaré,18.0,F,1,1,1,1,0,,548.6,538.5,587.9,669.1,620.0,5622,D,592.8199999999999
233159,1929570,Brotas,19.0,M,1,1,2,1,0,,568.8,456.5,464.6,377.2,440.0,5622,D,461.4200000000001
645518,5992257,São Paulo,17.0,M,3,2,0,2,0,2.0,401.7,422.0,394.0,421.2,260.0,2811,A,379.78000000000003
339675,2875349,São Paulo,24.0,M,1,1,3,1,0,,445.8,551.9,558.8,522.7,620.0,5622,A,539.8399999999999
584480,5217266,Guarulhos,18.0,F,1,1,1,1,0,,451.0,590.8,575.6,561.7,600.0,3748,A,555.82
131888,1075872,Araçatuba,17.0,M,1,2,0,2,0,2.0,510.0,502.4,511.0,542.5,560.0,0,A,525.1800000000001
108110,861720,Álvares Machado,17.0,M,1,2,0,3,0,4.0,548.4,632.8,581.9,539.4,700.0,14055,D,600.5
537603,4686561,Carapicuíba,23.0,F,3,1,5,1,0,,533.1,468.5,530.8,404.5,540.0,2811,A,495.38
672228,6366880,Campo Limpo Paulista,17.0,F,1,2,0,2,0,2.0,432.8,455.3,503.2,418.0,400.0,5622,A,441.86
200637,1671034,Pereira Barreto,18.0,F,1,1,1,1,0,,625.8,601.0,601.1,653.3,540.0,3748,A,604.24
92741,714876,Mogi Guaçu,18.0,M,1,2,0,2,0,3.0,631.9,706.4,606.4,576.2,660.0,3748,A,636.18
2948,23965,Sorocaba,17.0,F,1,2,0,2,0,3.0,393.9,543.1,517.4,501.5,560.0,1874,A,503.18
15270,131233,Santa Bárbara d'Oeste,17.0,F,1,2,0,2,0,2.0,455.8,415.6,536.2,460.6,540.0,1874,A,481.64000000000004
585537,5228821,São Bernardo do Campo,20.0,M,1,1,3,1,0,,532.6,472.8,435.6,473.4,420.0,1405,A,466.88
644432,5976610,Jacareí,22.0,F,3,1,5,1,0,,385.5,489.9,484.5,391.8,580.0,1405,A,466.34
217910,1811704,Araras,18.0,M,1,2,0,2,0,2.0,495.2,563.7,551.0,524.1,660.0,3748,A,558.8
263399,2213080,Franca,18.0,F,1,1,1,1,0,,410.5,535.2,547.2,388.8,600.0,2811,A,496.34
491453,4227408,Franca,18.0,M,1,2,0,2,0,2.0,544.6,472.1,500.2,520.5,500.0,2811,A,507.48
42800,344646,São Paulo,35.0,M,1,1,11,1,0,,451.4,515.0,543.3,609.3,440.0,5622,A,511.8
506809,4386954,Paulo de Faria,17.0,F,1,2,0,2,0,2.0,557.4,516.8,454.6,442.1,380.0,1874,A,470.17999999999995
375463,3149192,São Paulo,19.0,F,2,2,0,2,0,2.0,429.3,458.6,374.3,481.5,420.0,2342,A,432.73999999999995
214906,1788848,São José dos Campos,18.0,F,1,1,1,1,0,,489.3,542.4,567.8,469.9,580.0,6599,A,529.88
486116,4174994,Diadema,18.0,M,1,1,1,1,0,,509.8,549.8,523.2,455.9,600.0,14055,A,527.74
653188,6097650,São Paulo,42.0,F,1,1,11,1,0,,498.3,481.7,449.9,428.3,440.0,937,A,459.64
324353,2755317,Pindamonhangaba,25.0,F,1,1,7,1,0,,532.0,514.5,542.2,606.4,560.0,937,A,551.02
330028,2799875,Osasco,19.0,F,1,1,2,1,0,,542.1,550.4,536.0,501.2,520.0,2811,A,529.9399999999999
282279,2369119,Campinas,16.0,M,3,3,0,1,1,,669.7,639.4,620.1,567.8,640.0,3748,E,627.4
318305,2708099,São Paulo,17.0,F,4,2,0,2,0,2.0,475.2,428.6,376.5,466.7,380.0,937,A,425.4
580500,5175259,São Paulo,18.0,M,3,1,1,1,0,,533.3,562.5,539.2,550.5,500.0,3748,A,537.1
569042,5051015,Guarujá,16.0,F,1,3,0,1,1,,439.3,348.8,473.5,487.1,460.0,3748,A,441.73999999999995
559382,4943886,São Paulo,16.0,M,1,3,0,1,1,,705.1,710.3,587.4,700.1,780.0,7496,D,696.58
78669,606586,São Paulo,18.0,F,3,2,0,3,0,4.0,539.5,522.3,529.3,430.0,580.0,2811,D,520.22
360804,3012695,São Paulo,21.0,M,1,1,3,1,0,,714.1,765.3,641.6,728.9,720.0,11244,D,713.98
566859,5027775,Itapevi,17.0,F,1,2,0,2,0,2.0,459.2,454.0,498.1,422.6,560.0,1874,A,478.78000000000003
176111,1431969,Patrocínio Paulista,17.0,M,1,2,0,2,0,2.0,499.0,432.0,425.4,399.8,400.0,1874,A,431.23999999999995
423973,3566828,São Paulo,17.0,F,2,1,1,1,0,,517.9,590.3,545.7,421.4,540.0,1405,A,523.06
132449,1080714,São Paulo,18.0,F,1,2,0,3,0,4.0,621.1,582.9,547.1,581.8,720.0,20000,D,610.5799999999999
47836,382565,Mauá,18.0,M,1,2,0,2,0,2.0,480.9,359.0,374.4,512.9,480.0,1405,A,441.43999999999994
224254,1859870,Bariri,24.0,F,3,1,7,1,0,,529.8,385.6,526.3,489.3,520.0,3748,A,490.2
642643,5951695,São Paulo,18.0,M,3,1,1,1,0,,400.0,450.7,405.6,466.2,440.0,1405,A,432.5
114933,931367,São Paulo,18.0,F,1,2,0,2,0,2.0,419.9,487.9,514.3,372.3,480.0,1405,A,454.87999999999994
60740,474601,Tatuí,19.0,F,1,1,2,1,0,,732.1,720.8,643.5,902.6,860.0,14055,D,771.8
425310,3584102,Alumínio,16.0,M,1,3,0,1,1,,610.0,0.0,473.9,694.1,680.0,3748,E,491.6
175061,1421477,Batatais,18.0,M,1,1,1,1,0,,541.7,595.9,585.4,632.0,700.0,3748,A,611.0
411688,3449212,Santos,17.0,F,2,2,0,2,0,2.0,631.0,642.0,625.8,629.3,420.0,5622,A,589.62
417677,3496792,Sorocaba,17.0,M,3,2,0,2,0,2.0,492.4,526.6,574.3,449.7,560.0,5622,A,520.6
536521,4668362,Guarulhos,17.0,F,1,2,0,2,0,2.0,418.7,464.4,478.2,439.2,480.0,4685,B,456.1
179903,1476375,Matão,22.0,F,1,1,5,1,0,,454.0,397.1,392.9,451.7,540.0,1405,A,447.14
476364,4051216,São Paulo,18.0,F,3,2,0,2,0,2.0,516.1,486.2,528.2,392.1,560.0,3748,A,496.52
570492,5066264,São José do Rio Preto,16.0,M,1,3,0,1,1,,588.8,629.1,579.4,595.4,680.0,5622,D,614.5400000000001
233337,1931038,Fartura,17.0,M,1,2,0,2,0,2.0,507.7,547.8,528.2,572.7,560.0,1405,A,543.28
534980,4644918,São Bernardo do Campo,17.0,F,3,2,0,3,0,4.0,412.4,358.9,424.5,367.8,240.0,3748,D,360.71999999999997
76312,589356,São Paulo,17.0,M,1,2,0,3,0,4.0,478.2,448.9,411.6,612.2,560.0,1405,B,502.17999999999995
157693,1284886,São Paulo,20.0,F,1,1,3,1,0,,640.5,652.8,627.7,634.6,700.0,14055,D,651.12
670974,6347681,Embu das Artes,19.0,F,3,1,1,1,0,,400.8,480.1,505.1,454.3,380.0,937,A,444.06000000000006
286361,2415490,Mairiporã,17.0,M,3,2,0,2,0,2.0,484.4,418.2,465.4,402.3,480.0,937,A,450.06000000000006
308599,2620456,Narandiba,18.0,M,3,2,0,2,0,2.0,492.2,440.7,384.4,366.3,480.0,1405,A,432.71999999999997
299830,2542368,Rio Claro,19.0,M,1,1,2,1,0,,689.9,706.6,662.5,873.8,760.0,9370,D,738.5600000000001
340294,2879269,Diadema,17.0,M,2,2,0,2,0,2.0,436.4,588.2,577.9,505.3,520.0,3748,A,525.5600000000001
346850,2925678,São Bernardo do Campo,17.0,F,1,2,0,2,0,2.0,409.0,489.6,413.2,580.8,560.0,2342,A,490.52
10217,86207,Guarulhos,23.0,M,1,1,5,1,0,,399.7,514.8,493.2,522.9,520.0,937,A,490.12
173264,1406374,São Paulo,20.0,F,3,1,2,1,0,,563.0,555.1,508.9,524.8,480.0,1874,A,526.36
221598,1839857,São Paulo,21.0,F,2,1,4,1,0,,454.8,424.5,577.4,408.8,660.0,1405,A,505.1
640726,5923923,São Paulo,19.0,F,1,1,1,1,0,,502.6,474.8,444.7,563.4,580.0,4685,E,513.1
668700,6314477,São Paulo,15.0,M,1,3,0,1,1,,605.8,619.7,604.0,660.7,700.0,6599,D,638.04
124049,1009215,Piedade,22.0,M,1,1,4,1,0,,488.1,617.3,591.5,569.0,520.0,3748,A,557.1800000000001
596316,5341721,São Paulo,19.0,F,1,1,2,1,0,,412.8,432.3,461.7,414.7,440.0,1874,A,432.3
663341,6235550,Embu das Artes,19.0,F,2,1,2,1,0,,432.9,543.6,564.9,428.7,600.0,937,A,514.0200000000001
622155,5689395,São Paulo,42.0,M,1,1,11,1,0,,657.4,695.1,602.5,672.6,580.0,1405,A,641.52
616235,5611578,São Paulo,20.0,M,1,1,3,1,0,,459.8,368.0,446.7,543.0,440.0,1874,C,451.5
557303,4919094,São Paulo,18.0,F,3,1,1,1,0,,544.8,373.4,470.2,495.2,720.0,4685,A,520.72
211080,1758727,MOGI MIRIM,16.0,F,3,3,0,1,1,,572.5,538.6,576.9,535.6,640.0,4685,A,572.72
472644,4017988,São Paulo,18.0,M,1,2,0,3,0,4.0,522.7,430.4,542.0,620.4,380.0,3748,D,499.1
